String,Applicant,Website,Location,Region,Primary Contact,Email,IDN?,A-Label,English Meaning,Script Code,Community?,Geographic?,Application ID
SITE,DotSite Inc.,http://www.radixregistry.com,AE,AP,Mr. Brijesh Harish Joshi,dotsite@radixregistry.com,--,--,--,--,--,--,1-1048-46315
SITE,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Antony Van Couvering,Tas.Minds.Machines.9@gmail.com,--,--,--,--,--,--,1-1110-76338
SITE,"Corn Mill, LLC",,US,NA,Daniel Schindler,cornmill@donuts.co,--,--,--,--,--,--,1-1637-12997
SITE,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact10@google.com,--,--,--,--,--,--,1-1681-36344
SITE,"Interlink Co., Ltd.",http://www.interlink.or.jp/,JP,AP,Mr. Jacob Williams,applications@urbanbrain.com,--,--,--,--,--,--,1-901-58689
SKI,STARTING DOT,http://www.startingdot.com,FR,EUR,Mr. Godefroy Jordan,startingdot@jwgroupe.com,--,--,--,--,Yes,--,1-1000-18032
SKI,"Wild Lake, LLC",,US,NA,Daniel Schindler,wildlake@donuts.co,--,--,--,--,--,--,1-1636-27531
SKIN,L'Oréal,http://www.loreal.com,FR,EUR,Mr. Georges-Edouard Dias,Georges-Edouard.DIAS@loreal.com,--,--,--,--,--,--,1-1302-80853
SKOLKOVO,Fund for Development of the Center for Elaboration and Commercialization of New Technologies,http://www.sk.ru,RU,EUR,Ms. Maria Kolesnikova,masha@cctld.ru,--,--,--,--,--,--,1-1166-4783
SKY,"Sky IP International Ltd, a company incorporated in England and Wales, operating via its registered Swiss branch",http://www.sky.com/,CH,EUR,Ms. Freida Anne Tallon,f.tallon@bskyb.com,--,--,--,--,--,--,1-991-90219
SKYDRIVE,Microsoft Corporation,http://www.microsoft.com,US,NA,Ms. Cynthia Ruth Kern,tlddom@microsoft.com,--,--,--,--,--,--,1-1129-63735
SKYPE,Microsoft Corporation,http://www.microsoft.com,US,NA,Ms. Cynthia Ruth Kern,tlddom@microsoft.com,--,--,--,--,--,--,1-1129-38236
SLING,Hughes Satellite Systems Corporation,http://www.hughes.com,US,NA,Gretchen Olive,cscngtlds16@cscinfo.com,--,--,--,--,--,--,1-1999-59552
SMART,"Smart Communications, Inc. (SMART)",http://www.smart.com.ph,PH,AP,Ms. Nora Imelda Bautista Wilwayco,nbwilwayco@smart.com.ph,--,--,--,--,--,--,1-2139-55785
SMILE,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am2@valideus.com,--,--,--,--,--,--,1-1317-10329
SNCF,Société Nationale des Chemins de fer Francais S N C F,http://www.sncf.com,FR,EUR,Mr. Louis BLERIOT,contact-j-nomsdedomaine@sncf.Fr,--,--,--,--,--,--,1-1871-30331
SOCCER,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Antony Van Couvering,Tas.Minds.Machines.9@gmail.com,--,--,--,--,--,--,1-1110-28392
SOCCER,dot Soccer Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas14@famousfourmedia.com,--,--,--,--,--,--,1-1196-35744
SOCCER,"Foggy Shadow, LLC",,US,NA,Daniel Schindler,foggyshadow@donuts.co,--,--,--,--,--,--,1-1635-18982
SOCCER,"Soccer United Marketing, LLC",http://www.sumworld.com,US,NA,Mr. John Sullivan,applicant@MLSsoccer.com,--,--,--,--,--,--,1-1905-88711
SOCIAL,United TLD Holdco Ltd.,http://unitedtld.com,KY,EUR,Mr. Jeffrey Eckhaus,hello@unitedtld.com,--,--,--,--,--,--,1-1255-66111
SOFTBANK,SOFTBANK CORP.,http://www.softbank.co.jp/,JP,AP,Mr. Kosuke Takahashi,k-takahashi-gtld-admin@softbank.co.jp,--,--,--,--,--,--,1-1807-31061
SOFTWARE,"Over Birch, LLC",,US,NA,Daniel Schindler,overbirch@donuts.co,--,--,--,--,--,--,1-1621-97265
SOHU,Sohu.com Limited,http://www.sohu.com,CN,AP,Mr. Yankai Zhang,zyk@sohu-inc.com,--,--,--,--,--,--,1-933-39092
SOLAR,"Ruby Town, LLC",,US,NA,Daniel Schindler,rubytown@donuts.co,--,--,--,--,--,--,1-1623-664
SOLUTIONS,"Silver Cover, LLC",,US,NA,Daniel Schindler,silvercover@donuts.co,--,--,--,--,--,--,1-1620-15722
SONG,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am2@valideus.com,--,--,--,--,--,--,1-1317-53837
SONY,Sony Corporation,http://www.sony.net,JP,AP,Mr. Mitsuaki Nakagawa,nakagawa_09@brights.jp,--,--,--,--,--,--,1-999-76968
SOY,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact4@google.com,--,--,--,--,--,--,1-1139-58678
SPA,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Antony Van Couvering,Tas.Minds.Machines.9@gmail.com,--,--,--,--,--,--,1-1110-73648
SPA,Asia Spa and Wellness Promotion Council Limited,www.aswpc.org,MY,AP,Mr. Edmon Chung,info@tld.asia,--,--,--,--,Yes,--,1-1309-81322
SPA,"Foggy Sunset, LLC",,US,NA,Daniel Schindler,foggysunset@donuts.co,--,--,--,--,--,--,1-1619-92115
SPACE,DotSpace Inc.,http://www.radixregistry.com,AE,AP,Mr. Brijesh Harish Joshi,dotspace@radixregistry.com,--,--,--,--,--,--,1-1072-65736
SPIEGEL,SPIEGEL-Verlag Rudolf Augstein GmbH & Co. KG,http://www.spiegelgruppe.de,DE,EUR,Mr. Jannik Skou,spiegel@thomsentrampedach.com,--,--,--,--,--,--,1-997-40034
SPORT,SportAccord,http://www.sportaccord.com,CH,EUR,Mr. Pierre Germeau,pierre.germeau@sportaccord.com,--,--,--,--,Yes,--,1-1012-71460
SPORT,dot Sport Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas2@famousfourmedia.com,--,--,--,--,--,--,1-1174-59954
SPORTS,"Steel Edge, LLC",,US,NA,Daniel Schindler,steeledge@donuts.co,--,--,--,--,--,--,1-1614-27785
SPOT,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact4@google.com,--,--,--,--,--,--,1-1139-66836
SPOT,Dotspot LLC,,US,NA,Ms. Lindsay Dana Jacoby,dotspotllc@gmail.com,--,--,--,--,--,--,1-1303-82330
SPOT,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am2@valideus.com,--,--,--,--,--,--,1-1317-50025
SPREADBETTING,IG Group Holdings PLC,http://www.iggroup.com,GB,EUR,Sharon Harris,sharon5@ngtld.webcentral.com.au,--,--,--,--,--,--,1-2045-23929
SRL,mySRL GmbH,http://www.mySRL.info,DE,EUR,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-93642
SRL,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact10@google.com,--,--,--,--,--,--,1-1681-77547
SRT,Chrysler Group LLC.,http://www.chryslergroupllc.com,US,NA,Gretchen Olive,cscngtlds42@cscinfo.com,--,--,--,--,--,--,1-2059-70151
STADA,STADA Arzneimittel AG,http://www.stada.de,DE,EUR,Mr. Michael Barowski,mike.barowski@opportunity.de,--,--,--,--,Yes,--,1-1089-42298
STAPLES,"Staples, Inc.",http://www.staples.com/,US,NA,Joshua Bourne,bourne.st@fairwindspartners.com,--,--,--,--,--,--,1-1954-61706
STAR,Star India Private Limited,http://www.startv.com/,IN,AP,Mr. Tushar Amin,tush.amin@gmail.com,--,--,--,--,--,--,1-2109-49205
STARHUB,StarHub Limited,http://www.starhub.com,SG,AP,Geok Cheng Kum,kgc@starhub.com,--,--,--,--,--,--,1-1127-53723
STATEBANK,STATE BANK OF INDIA,http://www.sbi.co.in,IN,AP,Ms. ANITHA SHANMUGAM,merchant.inb@sbi.co.in,--,--,--,--,--,--,1-1029-24289
STATEFARM,State Farm Mutual Automobile Insurance Company,http://www.statefarm.com,US,NA,Elisa Renee Cooper,ecooper10@markmonitor.com,--,--,--,--,--,--,1-1034-97709
STATOIL,Statoil ASA,http://www.statoil.com,NO,EUR,Ms. Marit Spilde Erikstein,msp@statoil.com,--,--,--,--,--,--,1-1335-37595
STC,Saudi Telecom Company,http://www.stc.com.sa,SA,AP,Amy Repp,tas-stc-primary@centralnic.com,--,--,--,--,--,--,1-1927-64607
STCGROUP,Saudi Telecom Company,http://www.stc.com.sa,SA,AP,Amy Repp,tas-stcgroup-primary@centralnic.com,--,--,--,--,--,--,1-1932-58265
STOCKHOLM,Stockholms kommun,http://www.international.stockholm.se,SE,EUR,Ms. Evelyn Anna Gertrud Felicitas Lahrmann,evelyn.lahrmann@dipcon.com,--,--,--,--,--,Yes,1-1078-1796
STORAGE,"Extra Beach, LLC",,US,NA,Daniel Schindler,extrabeach@donuts.co,--,--,--,--,--,--,1-1613-64465
STORAGE,Self Storage Company LLC,,US,NA,Mr. Scott Brady Jensen,sjensen@extraspace.com,--,--,--,--,--,--,1-1687-62688
STORE,DotStore Inc.,http://www.radixregistry.com,AE,AP,Mr. Brijesh Harish Joshi,dotstore@radixregistry.com,--,--,--,--,--,--,1-1052-82517
STORE,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Antony Van Couvering,Tas.Minds.Machines.9@gmail.com,--,--,--,--,--,--,1-1110-26809
STORE,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am2@valideus.com,--,--,--,--,--,--,1-1317-24947
STORE,"Sand Dale, LLC",,US,NA,Daniel Schindler,sanddale@donuts.co,--,--,--,--,--,--,1-1609-60839
STORE,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact10@google.com,--,--,--,--,--,--,1-1681-60225
STORE,Dot Store Group LLC,http://www.thedotstore.com,US,NA,Mr. Michael Louis Disler,dotstoregroup@gmail.com,--,--,--,--,--,--,1-1789-97294
STORE,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-18880
STREAM,dot Stream Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas60@famousfourmedia.com,--,--,--,--,--,--,1-1881-96350
STREAM,Hughes Satellite Systems Corporation,http://www.hughes.com,US,NA,Gretchen Olive,cscngtlds24@cscinfo.com,--,--,--,--,--,--,1-2002-31471
STROKE,"American Heart Association, Inc.",http://www.heart.org,US,NA,Kristi Gouge,kristi.gouge@heart.org,--,--,--,--,--,--,1-1483-31708
STUDIO,Namesphere Limited,,HK,AP,Mr. Edmon Chung,info@tld.asia,--,--,--,--,--,--,1-1309-22538
STUDIO,"Spring Goodbye, LLC",,US,NA,Daniel Schindler,springgoodbye@donuts.co,--,--,--,--,--,--,1-1608-9291
STUDY,OPEN UNIVERSITIES AUSTRALIA PTY LTD,http://www.open.edu.au,AU,AP,Mr. Jose Miguel Herrera Perea,j.herreraperea@ngtld.webcentral.com.au,--,--,--,--,--,--,1-2031-1961
STYLE,"Top Level Design, LLC",,US,NA,Mr. Raymond King,raymondking@gmail.com,--,--,--,--,--,--,1-1086-6187
STYLE,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Antony Van Couvering,Tas.Minds.Machines.9@gmail.com,--,--,--,--,--,--,1-1110-21114
STYLE,"Binky Moon, LLC",,US,NA,Daniel Schindler,binkymoon@donuts.co,--,--,--,--,--,--,1-1602-30813
STYLE,Evolving Style Registry Inc.,,CA,NA,Ms. Aimee Deziel,aimee@evolvingstyleregistry.com,--,--,--,--,--,--,1-2081-48775
STYLE,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Mr. Frank Taylor Schilling,contact@uniregistry.com,--,--,--,--,--,--,1-845-11507
SUCKS,"Top Level Spectrum, Inc.",http://www.toplevelspectrum.com,US,NA,Jay Westerdal,jay@topspectrum.com,--,--,--,--,--,--,1-1279-43617
SUCKS,"Dog Bloom, LLC",,US,NA,Daniel Schindler,dogbloom@donuts.co,--,--,--,--,--,--,1-1596-35125
SUCKS,Vox Populi Registry Inc.,,CA,NA,Mr. John Berard,john@voxpopregistry.com,--,--,--,--,--,--,1-2080-92776
SUPERSPORT,SuperSport International Holdings Limited,http://www.supersport.com,ZA,AF,Gretchen Olive,mihsupernewgtlds@cscinfo.com,--,--,--,--,--,--,1-1780-12497
SUPPLIES,"Atomic Fields, LLC",,US,NA,Daniel Schindler,atomicfields@donuts.co,--,--,--,--,--,--,1-1601-42282
SUPPLY,"Half Falls, LLC",,US,NA,Daniel Schindler,halffalls@donuts.co,--,--,--,--,--,--,1-1591-23028
SUPPORT,"Grand Orchard, LLC",,US,NA,Daniel Schindler,grandorchard@donuts.co,--,--,--,--,--,--,1-1568-22230
SURF,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Antony Van Couvering,Tas.Minds.Machines.9@gmail.com,--,--,--,--,--,--,1-1110-69902
SURGERY,"Tin Avenue, LLC",,US,NA,Daniel Schindler,tinavenue@donuts.co,--,--,--,--,--,--,1-1569-96051
SUZUKI,SUZUKI MOTOR CORPORATION,http://www.globalsuzuki.com,JP,AP,Mr. Masahiro MORISHIMA,dotsuzuki@gmoregistry.com,--,--,--,--,--,--,1-1858-80460
SVR,SVR GROUP,http://www.labo-svr.com,FR,EUR,Ms. SYLVIE TRANCY-CHAUMARD,DOTSVR@GROUP-SVR.COM,--,--,--,--,--,--,1-970-69510
SWATCH,The Swatch Group Ltd,http://www.swatchgroup.com/,CH,EUR,Mr. Rene Lorenceau,swatch@fairwindspartners.com,--,--,--,--,--,--,1-2121-49660
SWIFTCOVER,Swiftcover Insurance Services Limited,http://www.swiftcover.com,GB,EUR,Mr. Christopher Niemi,cniemi5@markmonitor.com,--,--,--,--,--,--,1-1834-24645
SWISS,Swiss Confederation,http://www.uvek.admin.ch/index.html?lang=en,CH,EUR,Mr. Christian Jenny,christian.jenny@bakom.admin.ch,--,--,--,--,Yes,--,1-1328-58462
SWISS,Swiss International Air Lines Ltd.,http://www.swiss.com,CH,EUR,Mr. Parand Rohani,Parand.Rohani@swiss.com,--,--,--,--,--,--,1-1831-36248
SYDNEY,"State of New South Wales, Department of Premier and Cabinet",http://www.dpc.nsw.gov.au,AU,AP,Mr. Alun Probert,Alun.probert@dpc.nsw.gov.au,--,--,--,--,--,Yes,1-1917-99809
SYMANTEC,Symantec Corporation,,US,NA,Philip Lodico,lodico.sm@fairwindspartners.com,--,--,--,--,--,--,1-1027-75900
SYSTEMS,"Dash Cypress, LLC",,US,NA,Daniel Schindler,dashcypress@donuts.co,--,--,--,--,--,--,1-1565-27165
TAB,Tabcorp Holdings Limited,http://www.tabcorp.com.au/,AU,AP,Ms. Leah Maree Adams,leah.adams@ngtld.webcentral.com.au,--,--,--,--,--,--,1-2078-73725
TAIPEI,Taipei City Government,http://www.taipei.gov.tw,TW,AP,Mr. HAO MING MAI,ic-mai@mail.taipei.gov.tw,--,--,--,--,--,Yes,1-1946-86958
TALK,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am2@valideus.com,--,--,--,--,--,--,1-1317-29107
TALK,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact7@google.com,--,--,--,--,--,--,1-1417-17579
TAOBAO,Alibaba Group Holding Limited,http://news.alibaba.com/specials/aboutalibaba/aligroup/index.html,KY,EUR,Ms. Elisa Renee Cooper,ecooper3@markmonitor.com,--,--,--,--,--,--,1-1041-74793
TARGET,"Target Domain Holdings, LLC",,US,NA,Ms. Jamie Noel Nafziger-White,jamie.n.nafziger@dorsey.com,--,--,--,--,--,--,1-1188-55951
TATA,TATA SONS LIMITED,http://www.tata.com,IN,AP,Mr. CHETAN NAGE,cnage@tata.com,--,--,--,--,--,--,1-1720-93817
TATAMOTORS,Tata Motors Ltd,http://www.tatamotors.com,IN,AP,Mr. AJAY VIJAY PHERWANI,ajay.pherwani@tatamotors.com,--,--,--,--,--,--,1-2148-25869
TATAR,"Limited Liability Company ""Coordination Center of Regional Domain of Tatarstan Republic""",,RU,EUR,Ms. Alla Farafonova,a.farafonova@cctld.ru,--,--,--,--,Yes,--,1-1664-2308
TATTOO,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Mr. Frank Taylor Schilling,contact@uniregistry.com,--,--,--,--,--,--,1-845-15798
TAX,"Storm Orchard, LLC",,US,NA,Daniel Schindler,stormorchard@donuts.co,--,--,--,--,--,--,1-1562-9879
TAXI,Taxi Pay GmbH,http://www.taxi.eu,DE,EUR,Mr. Hermann Josef Waldner,hermann.waldner@taxi.eu,--,--,--,--,Yes,--,1-1025-18840
TAXI,dot Taxi Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas57@famousfourmedia.com,--,--,--,--,--,--,1-1239-50781
TAXI,"Pine Falls, LLC",,US,NA,Daniel Schindler,pinefalls@donuts.co,--,--,--,--,--,--,1-1558-74769
TCI,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,,TR,AP,Mehdi Abbasnia,agitsys6@nsline.com,--,--,--,--,--,--,1-2133-18206
TDK,TDK Corporation,http://www.global.tdk.com/,JP,AP,Mr. Jacob Williams,applications@urbanbrain.com,--,--,--,--,--,--,1-901-92814
TEAM,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact2@google.com,--,--,--,--,--,--,1-1141-13949
TEAM,"Atomic Lake, LLC",,US,NA,Daniel Schindler,atomiclake@donuts.co,--,--,--,--,--,--,1-1559-19356
TEAM,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-72897
TEAM,Afilias Limited,,IE,EUR,John Kane,jkane@afilias.info,--,--,--,--,--,--,1-868-34317
TECH,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Antony Van Couvering,Tas.Minds.Machines.9@gmail.com,--,--,--,--,--,--,1-1110-23787
TECH,NU DOT CO LLC,,US,NA,Jose Ignacio Rasco,r@straat.co,--,--,--,--,--,--,1-1296-83792
TECH,"Lone Moon, LLC",,US,NA,Daniel Schindler,lonemoon@donuts.co,--,--,--,--,--,--,1-1554-19894
TECH,Dot Tech LLC,,US,NA,Tess Pattison-Wade,tess@piqueco.com,--,--,--,--,--,--,1-1670-76346
TECH,Charleston Road Registry Inc.,,US,NA,Ms. Sarah Falvey,tas-contact8@google.com,--,--,--,--,--,--,1-1678-63859
TECH,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-90632
TECHNOLOGY,Auburn Falls,,US,NA,Daniel Schindler,auburnfalls@donuts.co,--,--,--,--,--,--,1-1639-5968
TELECITY,TelecityGroup International Limited,http://www.telecitygroup.com,GB,EUR,Mr. David William Taylor,dave.taylor@hoganlovells.com,--,--,--,--,--,--,1-1113-2279
TELEFONICA,Telefónica S.A.,http://telefonica.com,ES,EUR,Mr. Alfredo Timermans,udrp@interdomain.org,--,--,--,--,--,--,1-1791-89073
TEMASEK,Temasek Holdings (Private) Limtied,http://www.temasek.com.sg,SG,AP,Mr. Hatta Ruslan,harriet@temasek.com.sg,--,--,--,--,--,--,1-848-96376
TENNIS,dot Tennis Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas15@famousfourmedia.com,--,--,--,--,--,--,1-1198-18833
TENNIS,"Cotton Bloom, LLC",,US,NA,Daniel Schindler,cottonbloom@donuts.co,--,--,--,--,--,--,1-1640-29241
TENNIS,TENNIS AUSTRALIA LTD,http://www.tennis.com.au,AU,AP,Mr. Samir Mahir,smahir@tennis.com.au,--,--,--,--,Yes,--,1-1723-69677
TENNIS,"Washington Team Tennis, LLC",http://www.washingtonkastles.com,US,NA,Mr. Mark David Ein,mark@washingtonkastles.com,--,--,--,--,--,--,1-2036-18560
TERRA,Telefónica S.A.,http://telefonica.com,ES,EUR,Mr. Alfredo Timermans,udrp@interdomain.org,--,--,--,--,--,--,1-1791-91793
TEVA,Teva Pharmaceutical Industries Limited,,IL,AP,Mr. Yehudah Livneh,Yehudah.Livneh@valideus.com,--,--,--,--,--,--,1-1081-27807
THAI,Better Living Management Company Limited,,TH,AP,Mr. Yen Chew Lee,yc.lee@registryasp.com,--,--,--,--,Yes,--,1-2112-4478
THD,"Homer TLC, Inc.",http://www.homedepot.com/,US,NA,Gretchen Olive,newgtlds@cscinfo.com,--,--,--,--,--,--,1-1095-68549
THEATER,Key GTLD Holding Inc,,UA,EUR,Matthew Russotti,mrussotti@wolfe-sbmc.com,--,--,--,--,--,--,1-1326-97308
THEATER,"Blue Tigers, LLC",,US,NA,Daniel Schindler,bluetigers@donuts.co,--,--,--,--,--,--,1-1641-67063
THEATRE,Key GTLD Holding Inc,,UA,EUR,Matthew Russotti,mrussotti@wolfe-sbmc.com,--,--,--,--,--,--,1-1326-3558
THEGUARDIAN,Guardian News and Media Limited,http://www.guardian.co.uk,GB,EUR,Matt McAlister,tas-theguardian-primary@centralnic.com,--,--,--,--,--,--,1-1730-23038
THEHARTFORD,Hartford Fire Insurance Company,http://www.thehartford.com,US,NA,David Robinson,gTLD@thehartford.com,--,--,--,--,--,--,1-982-27770
TIAA,Teachers Insurance and Annuity Association of America,http://www.tiaa-cref.org,US,NA,Joshua Slocum Bourne,Bourne.TA@fairwindspartners.com,--,--,--,--,--,--,1-1501-39101
TICKETS,Tickets TLD LLC,,US,NA,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-4506
TICKETS,dot Tickets Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas51@famousfourmedia.com,--,--,--,--,--,--,1-1233-26032
TICKETS,"Atomic McCook, LLC",,US,NA,Daniel Schindler,atomicmccook@donuts.co,--,--,--,--,--,--,1-1638-77826
TICKETS,"Shubert Internet, Inc.",,US,NA,Mr. Gilbert Corwin Hoover,gilh@shubertorg.com,--,--,--,--,--,--,1-1973-48269
TICKETS,Accent Media Limited,,GB,EUR,Mr. Steve Machin,application.tickets@cloudnames.com,--,--,--,--,--,--,1-2155-24150
TIENDA,"Victor Manor, LLC",,US,NA,Daniel Schindler,victormanor@donuts.co,--,--,--,--,--,--,1-1646-17411
TIFFANY,Tiffany and Company,http://international.tiffany.com/,US,NA,Joshua Slocum Bourne,Bourne.TF@fairwindspartners.com,--,--,--,--,--,--,1-1266-93721
TIPS,"Corn Willow, LLC",,US,NA,Daniel Schindler,cornwillow@donuts.co,--,--,--,--,--,--,1-1644-52968
TIRES,"Dog Edge, LLC",,US,NA,Daniel Schindler,dogedge@donuts.co,--,--,--,--,--,--,1-1645-45928
TIRES,The Goodyear Tire & Rubber Company,http://www.goodyear.com,US,NA,Gretchen Olive,cscngtlds5@cscinfo.com,--,--,--,--,--,--,1-1884-1217
TIRES,"Bridgestone Americas Tire Operations, LLC",http://BridgestoneTire.com,US,NA,Chris Paul Brashear,Chris.Brashear@ngtld.webcentral.com.au,--,--,--,--,--,--,1-2123-56973
TIROL,punkt Tirol GmbH,http://www.tirol.com,AT,EUR,Mr. Bernhard Greil,bernhard.greil@tirol.com,--,--,--,--,Yes,Yes,1-1703-3426
TJMAXX,"The TJX Companies, Inc.",http://www.tjx.com,US,NA,Colleen Henschke,Colleen_Henschke@tjx.com,--,--,--,--,--,--,1-1764-20650
TJX,"The TJX Companies, Inc.",http://www.tjx.com,US,NA,Colleen Henschke,Colleen_Henschke@tjx.com,--,--,--,--,--,--,1-1764-49592
TKMAXX,"The TJX Companies, Inc.",http://www.tjx.com,US,NA,Colleen Henschke,Colleen_Henschke@tjx.com,--,--,--,--,--,--,1-1764-51316
TMALL,Alibaba Group Holding Limited,http://news.alibaba.com/specials/aboutalibaba/aligroup/index.html,KY,EUR,Ms. Elisa Renee Cooper,ecooper3@markmonitor.com,--,--,--,--,--,--,1-1041-11077
TODAY,"Pearl Woods, LLC",,US,NA,Daniel Schindler,pearlwoods@donuts.co,--,--,--,--,--,--,1-1643-67659
TOKYO,"GMO Registry, Inc.",http://www.gmoregistry.com,JP,AP,Mr. Hirokatsu Ohigashi,newgtld@gmoregistry.com,--,--,--,--,--,Yes,1-890-25253
TOOLS,"Pioneer North, LLC",,US,NA,Daniel Schindler,pioneernorth@donuts.co,--,--,--,--,--,--,1-1653-6258
TOP,"Jiangsu Bangning Science & Technology Co.,Ltd.",http://www.55hl.com,CN,AP,Mr. Yanchun Song,newgtld@55hl.com,--,--,--,--,--,--,1-1935-70970
TORAY,"Toray Industries, Inc.",http://www.toray.co.jp,JP,AP,Mr. Mitsuaki Nakagawa,nakagawa_03@brights.jp,--,--,--,--,--,--,1-945-91406
TOSHIBA,TOSHIBA Corporation,http://www.toshiba.co.jp/,JP,AP,Mr. Koji Hirota,toshiba@gmoregistry.com,--,--,--,--,--,--,1-1102-7288
TOTAL,Total SA,http://www.total.com,FR,EUR,Ms. Stephanie Polselli,stephanie.polselli@total.com,--,--,--,--,--,--,1-1162-21667
TOUR,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact7@google.com,--,--,--,--,--,--,1-1417-1788
TOURS,"Sugar Station, LLC",,US,NA,Daniel Schindler,sugarstation@donuts.co,--,--,--,--,--,--,1-1648-61876
TOWN,"Koko Moon, LLC",,US,NA,Daniel Schindler,kokomoon@donuts.co,--,--,--,--,--,--,1-1655-79604
TOYOTA,TOYOTA MOTOR CORPORATION,http://www.toyota.co.jp,JP,AP,Mr. Mitsuaki Nakagawa,nakagawa_19@brights.jp,--,--,--,--,--,--,1-1717-25317
TOYS,"Pioneer Orchard, LLC",,US,NA,Daniel Schindler,pioneerorchard@donuts.co,--,--,--,--,--,--,1-1650-66027
TRADE,Elite Registry Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas38@famousfourmedia.com,--,--,--,--,--,--,1-1245-40343
TRADERSHOTELS,Shangri?La International Hotel Management Limited,http://www.shangri-la.com,HK,AP,Ms. Amy Sook Yee Wong,awong@shangri-la.com,--,--,--,--,--,--,1-940-16578
TRADING,"Little Manor, LLC",,US,NA,Daniel Schindler,littlemanor@donuts.co,--,--,--,--,--,--,1-1654-94203
TRADING,IG Group Holdings PLC,http://www.iggroup.com,GB,EUR,Sharon Harris,sharon6@ngtld.webcentral.com.au,--,--,--,--,--,--,1-2047-17293
TRAINING,"Wild Willow, LLC",,US,NA,Daniel Schindler,wildwillow@donuts.co,--,--,--,--,--,--,1-1652-41660
TRANSFORMERS,"Hasbro International, Inc.",http://www.hasbro.com,US,NA,Mr. Christopher Niemi,cniemi6@markmonitor.com,--,--,--,--,--,--,1-1324-55250
TRANSLATIONS,TRANSLATIONS,,FR,EUR,Mr. Antoine GETTEN,a.getten@translations.fr,--,--,--,--,--,--,1-850-14889
TRANSUNION,Trans Union LLC,http://www.transunion.com,US,NA,Gretchen Olive,transunewgtlds@cscinfo.com,--,--,--,--,--,--,1-1990-42992
TRAVELCHANNEL,"Lifestyle Domain Holdings, Inc.",,US,NA,Matthew Russotti,mrussotti@wolfe-sbmc.com,--,--,--,--,--,--,1-1326-13526
TRAVELERS,"Travelers TLD, LLC",,US,NA,Gretchen Olive,trvnewgtlds@cscinfo.com,--,--,--,--,--,--,1-1841-77153
TRAVELERSINSURANCE,"Travelers TLD, LLC",,US,NA,Gretchen Olive,cscngtlds6@cscinfo.com,--,--,--,--,--,--,1-1895-33687
TRAVELGUARD,"American International Group, Inc.",http://www.aig.com,US,NA,Joshua Bourne,Bourne.AG@fairwindspartners.com,--,--,--,--,--,--,1-1700-81849
TRUST,Deutsche Post AG,http://www.dp-dhl.com/de.html,DE,EUR,Ms. Elisa Renee Cooper,ecooper5@markmonitor.com,--,--,--,--,--,--,1-1075-15763
